mean,lower,upper
0.004395767238901777,0.004365573325876001, 0.0044283646732996935
0.004271,0.004142, 0.004398
6.172556880101821E-4,5.295549362327597E-4, 7.126374372200353E-4
0.002294038922684087,0.0021390652950404945, 0.002459510882175507
0.009168767068435679,0.008833883021843177, 0.009481112910676617
27.147440092026557,26.994607248308817, 27.294471800809866
28.8980765432321,28.208911868494074, 29.63281931413787
27.280115957801364,26.93946920472123, 27.6240640367767
27.01890205584615,26.845229953432682, 27.182735638922846
0.2897030945748113,0.275588715318256, 0.3032824780397596
0.43455497382198954,0.36470588235294116, 0.5089820359281437
0.2930497095021517,0.26207729468599034, 0.32450331125827814
0.28071220536663655,0.2650711905483187, 0.29597871082199884
