mean,lower,upper
0.004404311251999908,0.004373963805756722, 0.004436894298790351
0.004282,0.004152, 0.004407
6.530068095691303E-4,5.635256336268646E-4, 7.573802116589004E-4
0.002294038922684087,0.0021390652950404945, 0.002459510882175507
0.009168767068435679,0.008833883021843177, 0.009481112910676617
27.19580384389439,27.04277835400922, 27.343588486310484
29.88486127839866,29.205095098055367, 30.595212294779035
27.280115957801364,26.93946920472123, 27.6240640367767
27.01890205584615,26.845229953432682, 27.182735638922846
0.29427660686503304,0.28045059845106785, 0.3080952380952381
0.5306122448979592,0.4594594594594595, 0.6030927835051546
0.2930497095021517,0.26207729468599034, 0.32450331125827814
0.28071220536663655,0.2650711905483187, 0.29597871082199884
