mean,lower,upper
0.0044051399245330245,0.004344122370197579, 0.004466286171134164
0.004452,0.004192, 0.00472
7.582476355884435E-4,5.813874880004326E-4, 9.638619641063235E-4
0.002530429073371697,0.002196430222879867, 0.0028786665273763507
0.009333830364718358,0.008711385110232527, 0.009980729172468337
27.412920501757775,27.107202957909735, 27.706383958260666
28.770364788813254,27.268279385636, 30.29545505363689
27.58998354574899,26.930026256238236, 28.279406649516826
27.27107873916833,26.939988201423294, 27.631492031581637
0.29406553291398296,0.2670250896057348, 0.322463768115942
0.44776119402985076,0.31645569620253167, 0.576271186440678
0.2920353982300885,0.2328767123287671, 0.355
0.2846975088967972,0.25460829493087556, 0.3169336384439359
