mean,lower,upper
0.004407423338227901,0.004345999344262153, 0.004468619658830804
0.004452,0.004196, 0.004724
7.582476355884435E-4,5.813874880004326E-4, 9.638619641063235E-4
0.0025553564256547267,0.002216834083824039, 0.0029031773020114044
0.009311608106356617,0.008688774771362689, 0.009973144939325392
27.475181583567785,27.17539498479846, 27.766032184154128
28.770364788813254,27.268279385636, 30.29545505363689
27.73083213012874,27.073305650304352, 28.40721585228198
27.321112269609543,26.98514454550889, 27.664061750580615
0.2994154485807345,0.2723292469352014, 0.32774674115456237
0.44776119402985076,0.31645569620253167, 0.576271186440678
0.3076923076923077,0.2465753424657534, 0.37073170731707317
0.2877832102163036,0.2572145545796738, 0.3198031980319803
